content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,content_age_days,days_since_last_update,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,trend_pct,age_tier,age_tier_order,freshness_tier,word_count_tier,char_count_tier,impression_tier,position_tier,trend_direction,is_declining_label,is_missing_position,is_missing_keyword_context,is_missing_word_count,log_impressions_90d,log_clicks_90d,log_sessions_90d,engaged_session_ratio,click_to_session_ratio,ml_opportunity_probability,opportunity_score,priority,action,primary_reason,confidence,queue_rank
content_96c45b632fdf,client_4ec9599fc2,0.0,0.0,unknown,0.0,feedly article,unknown,1032.0,7047.0,,gpt-5-mini,316,20,205,2,6,6,6,0,0,2,38,6,14,0,3,30,0,1,0.98,12.0,0.0,33.33,0.0,-53.3,181-365,5,0-30,1000-2000,<8000,low,striking,down,1,0,1,0,5.327876168789581,1.0986122886681098,1.9459101490553128,0.0,3.0,0.7084,53.5,MEDIUM,REFRESH,Observed Traffic Decline Risk,0.73,16362
content_12d060c367de,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,gpt-4o-mini,390,104,432,2,7,7,7,0,0,3,85,7,138,1,1,92,1,2,0.46,7.4,0.0,42.86,0.0,50.0,365+,6,91-180,unknown,unknown,moderate,page_1,up,0,0,0,1,6.07073772800249,1.0986122886681098,2.079441541679836,0.0,3.5,0.5162,53.5,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16363
content_2e0a4b9890db,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,2416.0,16035.0,,gemini-3-flash-preview,141,20,69,0,3,3,3,0,0,2,36,3,19,0,1,25,0,1,0.0,7.7,0.0,66.67,0.0,-24.0,91-180,4,0-30,2000-3500,15000-25000,low,page_1,down,1,0,1,0,4.248495242049359,0.0,1.3862943611198906,0.0,3.0,0.6202,53.5,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,16364
content_2e479245c92c,client_19581e27de,110.0,0.17,LOW,0.81,keyword article,informational,0.0,0.0,,,389,22,738,0,9,9,9,0,0,0,87,6,171,0,7,289,0,2,0.0,16.4,0.0,0.0,0.0,-40.8,365+,6,0-30,unknown,unknown,moderate,striking,down,1,0,0,1,6.6052979209482015,0.0,2.302585092994046,0.0,9.0,0.4955,53.5,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16365
content_6abc159202b6,client_a88a7902cb,40.0,0.04,LOW,0.0,keyword article,informational,3046.0,20317.0,google,gemini-3-flash-preview,95,20,889,1,6,5,5,0,0,2,63,5,111,0,3,158,0,1,0.11,56.9,0.0,33.33,0.0,-29.7,91-180,4,0-30,2000-3500,15000-25000,moderate,deep,down,1,0,0,0,6.7912214627261855,0.6931471805599453,1.791759469228055,0.0,5.0,0.6656,53.5,MEDIUM,REFRESH,Observed Traffic Decline Risk,0.72,16366
content_9cc4d7093ad9,client_9400f1b21c,0.0,0.0,unknown,0.0,keyword article,unknown,0.0,0.0,,gpt-5-mini,557,20,3423,6,5,5,5,0,0,1,88,5,651,2,2,1063,2,1,0.18,9.8,0.0,20.0,0.0,-38.8,365+,6,0-30,unknown,unknown,good,page_1,down,1,0,1,1,8.138564737261632,1.9459101490553128,1.791759469228055,0.0,0.8333333333333334,0.4456,53.5,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16367
content_967b5a07bd14,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,2554.0,17018.0,,gemini-3-flash-preview,144,20,78,0,2,2,2,0,0,1,42,2,12,0,0,18,0,2,0.0,10.1,0.0,50.0,0.0,-33.3,91-180,4,0-30,2000-3500,15000-25000,low,striking,down,1,0,1,0,4.3694478524670215,0.0,1.0986122886681098,0.0,2.0,0.6126,53.5,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,16368
content_b7a3743a1de6,client_3fdba35f04,30.0,0.0,LOW,0.0,keyword article,commercial,1356.0,8657.0,,gpt-4o-mini,310,41,394,0,10,8,8,1,0,1,76,7,78,0,2,69,0,2,0.0,28.0,12.5,10.0,0.0,13.0,181-365,5,31-90,1000-2000,8000-15000,moderate,page_3_5,stable,0,0,0,0,5.978885764901122,0.0,2.19722457733622,0.125,8.0,0.717,53.5,MEDIUM,REFRESH,Observed Traffic Decline Risk,0.74,16369
content_ac9e8a50f391,client_b4944c6ff0,30.0,0.35,MEDIUM,0.58,keyword article,informational,2960.0,21229.0,google,gemini-3-flash-preview,105,8,19785,93,104,104,96,9,2,14,88,53,5597,26,36,7371,37,35,0.47,11.7,8.65,13.46,1.92,-24.1,91-180,4,0-30,2000-3500,15000-25000,good,striking,down,1,0,0,0,9.892729895883168,4.543294782270004,4.653960350157523,0.0865384615384615,1.118279569892473,0.4287,53.5,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16370
content_c28aa3a0ece3,client_19581e27de,20.0,0.01,LOW,0.0,keyword article,informational,0.0,0.0,,,463,22,164,0,5,5,5,0,0,0,62,5,33,0,4,89,0,1,0.0,10.8,0.0,0.0,0.0,-62.9,365+,6,0-30,unknown,unknown,low,striking,down,1,0,0,1,5.10594547390058,0.0,1.791759469228055,0.0,5.0,0.5728,53.5,MEDIUM,REFRESH,Routine Operational Monitoring,0.7,16371
content_9c096c75402f,client_6208ef0f77,10.0,0.01,LOW,0.0,keyword article,commercial,5850.0,38477.0,,gemini-3-flash-preview,300,104,22425,170,822,458,450,18,4,26,88,82,7278,79,222,7144,49,110,0.76,21.2,3.93,3.16,0.87,1.9,181-365,5,91-180,3500+,25000+,good,page_3_5,stable,0,0,0,0,10.017976279020829,5.14166355650266,6.129050210060545,0.0393013100436681,2.694117647058824,0.4317,53.5,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,16372
content_13a801b1e212,client_4ec9599fc2,10.0,0.93,HIGH,0.0,keyword article,navigational,0.0,0.0,,gpt-5-mini,445,104,1550,6,17,17,16,0,0,1,88,13,213,0,4,287,0,2,0.39,11.7,0.0,5.88,0.0,-25.8,365+,6,91-180,unknown,unknown,moderate,striking,down,1,0,0,1,7.346655163176539,1.9459101490553128,2.8903717578961645,0.0,2.833333333333333,0.4378,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16373
content_ab5423ca1c96,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,441,22,2206,1,63,63,63,0,0,0,88,12,752,1,44,776,0,17,0.05,9.9,0.0,0.0,0.0,-3.1,365+,6,0-30,unknown,unknown,moderate,page_1,stable,0,0,0,1,7.699389406256737,0.6931471805599453,4.158883083359672,0.0,10.0,0.4453,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16374
content_088cb4e4e74b,client_e29c9c180c,10.0,0.24,LOW,0.0,keyword article,informational,1242.0,8141.0,,gemini-2.5-flash,322,20,166,0,4,4,4,0,0,0,41,4,1,0,1,130,0,2,0.0,66.1,0.0,0.0,0.0,-99.2,181-365,5,0-30,1000-2000,8000-15000,low,deep,down,1,0,0,0,5.117993812416755,0.0,1.6094379124341005,0.0,4.0,0.7493,53.4,MEDIUM,REFRESH,Routine Operational Monitoring,0.7,16375
content_695691ba12e5,client_19581e27de,110.0,0.45,MEDIUM,3.44,keyword article,commercial,0.0,0.0,,,419,22,169,0,9,9,9,0,0,1,64,8,61,0,6,64,0,3,0.0,12.7,0.0,11.11,0.0,-4.7,365+,6,0-30,unknown,unknown,low,striking,stable,0,0,0,1,5.135798437050262,0.0,2.302585092994046,0.0,9.0,0.5693,53.4,MEDIUM,REFRESH,Routine Operational Monitoring,0.7,16376
content_b1bab38b1b79,client_19581e27de,10.0,0.01,LOW,0.0,keyword article,transactional,0.0,0.0,,,389,22,4762,13,32,32,32,2,0,4,88,24,930,2,16,2228,3,12,0.27,7.4,6.25,12.5,0.0,-58.3,365+,6,0-30,unknown,unknown,good,page_1,down,1,0,0,1,8.46863300080086,2.6390573296152584,3.49650756146648,0.0625,2.4615384615384617,0.452,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16377
content_dd8e3a104de6,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3732.0,23572.0,google,gemini-3-flash-preview,125,104,540,1,137,102,102,1,0,13,88,23,114,0,24,236,0,14,0.19,24.0,0.98,9.49,0.0,-51.7,91-180,4,91-180,3500+,15000-25000,moderate,page_3_5,down,1,0,1,0,6.293419278846481,0.6931471805599453,4.634728988229636,0.0098039215686274,10.0,0.6145,53.4,MEDIUM,INVESTIGATE,Observed Traffic Decline Risk,0.7,16378
content_4bd2cacc3d6e,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,2224.0,15208.0,,gemini-3-flash-preview,144,20,53,0,4,4,4,0,0,1,31,4,11,0,0,20,0,0,0.0,5.1,0.0,25.0,0.0,-45.0,91-180,4,0-30,2000-3500,15000-25000,low,page_1,down,1,0,1,0,3.9889840465642745,0.0,1.6094379124341005,0.0,4.0,0.6299,53.4,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,16379
content_c7689fe10916,client_19581e27de,480.0,0.29,LOW,3.99,keyword article,informational,0.0,0.0,,,441,22,12249,54,74,64,63,4,0,6,88,38,3637,25,33,4758,15,23,0.44,4.2,6.25,8.11,0.0,-23.6,365+,6,0-30,unknown,unknown,good,page_1,down,1,0,0,1,9.413281215972871,4.007333185232471,4.174387269895637,0.0625,1.1851851851851851,0.4281,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16380
content_4256611e69a4,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,transactional,0.0,0.0,,,330,104,2326,11,16,13,10,2,0,2,88,8,731,1,2,828,8,10,0.47,5.2,15.38,12.5,0.0,-11.7,181-365,5,91-180,unknown,unknown,moderate,page_1,stable,0,0,1,1,7.752335163302292,2.4849066497880004,2.6390573296152584,0.1538461538461538,1.181818181818182,0.4631,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16381
content_1f811f9fd704,client_19581e27de,10.0,0.02,LOW,0.0,keyword article,informational,0.0,0.0,,,480,22,140776,623,785,700,668,12,0,31,88,76,42197,178,224,49264,218,321,0.44,5.2,1.71,3.95,0.0,-14.3,365+,6,0-30,unknown,unknown,excellent,page_1,stable,0,0,0,1,11.854932357089917,6.436150368369428,6.55250788703459,0.0171428571428571,1.1235955056179776,0.3468,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16382
content_d2fb50ccfb51,client_3fdba35f04,40.0,0.01,LOW,0.0,keyword article,commercial,2367.0,14568.0,,gemini-3-flash-preview,333,14,3948,27,85,59,58,2,0,4,88,37,655,7,16,923,3,11,0.68,13.1,3.39,4.71,0.0,-29.0,181-365,5,0-30,2000-3500,8000-15000,good,striking,down,1,0,0,0,8.28121766128665,3.332204510175204,4.0943445622221,0.0338983050847457,2.185185185185185,0.5234,53.4,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,16383
content_c1a5d93b70a2,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,2760.0,18562.0,google,gemini-3-flash-preview,98,20,22675,88,112,90,87,4,0,7,81,52,10829,26,30,9642,39,45,0.39,5.8,4.44,6.25,0.0,12.3,91-180,4,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,1,0,10.029062375444196,4.48863636973214,4.51085950651685,0.0444444444444444,1.0227272727272727,0.3878,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16384
content_1664ee5ccac8,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2711.0,18818.0,google,gemini-3-flash-preview,95,20,1010,3,4,6,6,1,0,3,88,5,405,2,5,388,1,0,0.3,6.1,16.67,75.0,0.0,4.4,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,stable,0,0,1,0,6.918695219020472,1.3862943611198906,1.9459101490553128,0.1666666666666666,2.0,0.562,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16385
content_21a5533f95e1,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,3234.0,21538.0,google,gemini-3-flash-preview,119,20,45,0,9,4,3,0,0,1,24,3,5,0,0,36,0,3,0.0,9.2,0.0,11.11,0.0,-86.1,91-180,4,0-30,2000-3500,15000-25000,low,page_1,down,1,0,1,0,3.828641396489095,0.0,1.6094379124341005,0.0,4.0,0.6377,53.4,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,16386
content_88c5b422a5df,client_349c41201b,30.0,0.26,LOW,0.05,keyword article,informational,5644.0,35923.0,,gemini-3-flash-preview,154,20,44133,215,367,350,309,5,0,6,88,85,13829,63,127,14123,84,129,0.49,6.5,1.43,1.63,0.0,-2.1,91-180,4,0-30,3500+,25000+,excellent,page_1,stable,0,0,0,0,10.694985739443029,5.375278407684165,5.860786223465865,0.0142857142857142,1.627906976744186,0.3612,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16387
content_78bfa2875528,client_6208ef0f77,40.0,0.96,HIGH,2.23,keyword article,transactional,4984.0,33629.0,,gemini-3-flash-preview,236,104,7238,49,232,139,137,7,0,17,88,49,2549,19,66,2406,17,30,0.68,9.2,5.04,7.33,0.0,5.9,181-365,5,91-180,3500+,25000+,good,page_1,stable,0,0,0,0,8.88723835429314,3.912023005428146,4.941642422609304,0.0503597122302158,2.836734693877551,0.414,53.4,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,16388
content_0988db6ebabd,client_19581e27de,170.0,0.24,LOW,1.37,keyword article,informational,0.0,0.0,,,389,22,1264,0,38,38,38,0,0,0,88,14,340,0,27,476,0,11,0.0,15.2,0.0,0.0,0.0,-28.6,365+,6,0-30,unknown,unknown,moderate,striking,down,1,0,0,1,7.142827401161621,0.0,3.6635616461296463,0.0,10.0,0.4671,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16389
content_5af75d5fbe8b,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,commercial,2624.0,17159.0,,gemini-3-flash-preview,313,20,7121,19,87,79,78,2,0,4,88,34,3362,7,46,1397,3,16,0.27,8.9,2.53,4.6,0.0,140.7,181-365,5,0-30,2000-3500,15000-25000,good,page_1,up,0,0,0,0,8.870943863837724,2.995732273553991,4.382026634673881,0.0253164556962025,4.157894736842105,0.4257,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16390
content_c2e6c0afe7b4,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,commercial,0.0,0.0,,,417,22,287,0,3,3,3,0,0,0,75,2,53,0,3,152,0,0,0.0,18.8,0.0,0.0,0.0,-65.1,365+,6,0-30,unknown,unknown,low,striking,down,1,0,0,1,5.662960480135946,0.0,1.3862943611198906,0.0,3.0,0.5431,53.4,MEDIUM,REFRESH,Routine Operational Monitoring,0.7,16391
content_c3757fba09df,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,0.0,0.0,,,441,22,3022,8,31,27,27,0,0,0,88,15,787,3,16,1108,4,11,0.26,7.7,0.0,0.0,0.0,-29.0,365+,6,0-30,unknown,unknown,good,page_1,down,1,0,0,1,8.014004994779459,2.19722457733622,3.332204510175204,0.0,3.375,0.4592,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16392
content_a3abd0001890,client_3fdba35f04,10.0,1.0,HIGH,0.26,keyword article,commercial,1544.0,9612.0,,gpt-4o-mini,333,41,476,0,3,2,2,0,0,0,68,2,77,0,1,83,0,0,0.0,20.7,0.0,0.0,0.0,-7.2,181-365,5,31-90,1000-2000,8000-15000,moderate,page_3_5,stable,0,0,0,0,6.1675164908883415,0.0,1.0986122886681098,0.0,2.0,0.6769,53.4,MEDIUM,REFRESH,Observed Traffic Decline Risk,0.72,16393
content_05b68f8f80d4,client_4e07408562,90.0,0.0,LOW,0.0,keyword article,informational,2740.0,17965.0,,gemini-3-flash-preview,445,25,51351,37,34,28,28,0,0,4,88,21,8726,4,13,18979,17,4,0.07,8.1,0.0,11.76,0.0,-54.0,365+,6,0-30,2000-3500,15000-25000,excellent,page_1,down,1,0,0,0,10.846459162991614,3.6375861597263857,3.367295829986474,0.0,0.7567567567567568,0.285,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16394
content_678d3bfdd6d5,client_19581e27de,10.0,0.21,LOW,0.0,keyword article,transactional,0.0,0.0,,,329,104,7185,80,248,189,170,15,0,35,88,65,1656,30,102,2761,31,59,1.11,2.9,7.94,14.11,0.0,-40.0,181-365,5,91-180,unknown,unknown,good,top_3,down,1,0,0,1,8.879889967673464,4.394449154672439,5.247024072160486,0.0793650793650793,2.3625,0.4842,53.4,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,16395
content_be2b97475d4e,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,commercial,0.0,0.0,,,482,22,360,0,11,11,11,0,0,0,82,7,83,0,9,163,0,0,0.0,7.4,0.0,0.0,0.0,-49.1,365+,6,0-30,unknown,unknown,moderate,page_1,down,1,0,0,1,5.8888779583328805,0.0,2.4849066497880004,0.0,10.0,0.5306,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16396
content_a292bf9394e3,client_19581e27de,30.0,0.01,LOW,0.0,keyword article,informational,0.0,0.0,,,463,22,2355,1,27,27,27,0,0,0,88,10,555,0,20,950,1,7,0.04,17.1,0.0,0.0,0.0,-41.6,365+,6,0-30,unknown,unknown,moderate,striking,down,1,0,0,1,7.764720544771477,0.6931471805599453,3.332204510175204,0.0,10.0,0.4404,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16397
content_70a02f6ddf27,client_b4944c6ff0,10.0,0.0,LOW,0.0,keyword article,informational,2331.0,17121.0,google,gemini-3-flash-preview,97,20,1737,6,5,5,5,0,0,0,88,5,513,4,3,448,2,1,0.35,4.9,0.0,0.0,0.0,14.5,91-180,4,0-30,2000-3500,15000-25000,moderate,page_1,stable,0,0,0,0,7.460490305825338,1.9459101490553128,1.791759469228055,0.0,0.8333333333333334,0.5032,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16398
content_d8bed4cdd252,client_4e07408562,140.0,0.01,LOW,0.0,keyword article,informational,3034.0,18707.0,,gemini-3-flash-preview,545,25,5054,7,18,17,17,1,0,2,88,10,1541,2,12,2158,3,5,0.14,6.6,5.88,11.11,0.0,-28.6,365+,6,0-30,2000-3500,15000-25000,good,page_1,down,1,0,0,0,8.528133131454572,2.079441541679836,2.8903717578961645,0.0588235294117647,2.4285714285714284,0.4269,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16399
content_785346294284,client_19581e27de,90.0,0.04,LOW,0.09,keyword article,informational,0.0,0.0,,,441,22,1083,0,11,11,11,0,0,0,88,5,226,0,9,335,0,2,0.0,13.4,0.0,0.0,0.0,-32.5,365+,6,0-30,unknown,unknown,moderate,striking,down,1,0,0,1,6.988413181999592,0.0,2.4849066497880004,0.0,10.0,0.4753,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16400
content_213563ec13e4,client_f74efabef1,50.0,0.0,LOW,0.0,keyword article,commercial,2310.0,15538.0,google,gemini-3-flash-preview,117,20,16303,52,64,59,59,6,0,8,88,39,8885,15,18,4237,14,25,0.32,5.5,10.17,12.5,0.0,109.7,91-180,4,0-30,2000-3500,15000-25000,good,page_1,up,0,0,0,0,9.699165755462506,3.970291913552122,4.0943445622221,0.1016949152542373,1.1346153846153846,0.4071,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16401
content_098c6f6a45b6,client_4ec9599fc2,0.0,0.0,unknown,0.0,feedly article,unknown,1260.0,8929.0,,gpt-5-mini,326,20,55,0,2,2,2,0,0,0,21,1,5,0,0,50,0,2,0.0,14.3,0.0,0.0,0.0,-90.0,181-365,5,0-30,1000-2000,8000-15000,low,striking,down,1,0,1,0,4.02535169073515,0.0,1.0986122886681098,0.0,2.0,0.6282,53.4,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,16402
content_5d4048cb5ff4,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,3041.0,17887.0,,gemini-3-flash-preview,445,20,4043,11,23,17,16,0,0,0,88,14,1048,6,12,1031,2,3,0.27,16.4,0.0,0.0,0.0,1.6,365+,6,0-30,2000-3500,15000-25000,good,striking,stable,0,0,0,0,8.304989580140361,2.4849066497880004,2.8903717578961645,0.0,1.5454545454545454,0.4497,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16403
content_c673357ed9a9,client_f74efabef1,10.0,0.0,LOW,0.0,keyword article,commercial,2812.0,18719.0,google,gemini-3-flash-preview,125,20,19689,86,99,83,83,2,0,6,88,51,8002,36,40,6996,28,25,0.44,5.0,2.41,6.06,0.0,14.4,91-180,4,0-30,2000-3500,15000-25000,good,page_1,stable,0,0,0,0,9.88786617163317,4.465908118654584,4.430816798843313,0.0240963855421686,0.9651162790697676,0.3984,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16404
content_4c1a5eaa5d29,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,5006.0,33991.0,,gemini-2.5-flash,182,20,80,0,2,2,2,0,0,1,37,2,5,0,1,20,0,1,0.0,21.0,0.0,50.0,0.0,-75.0,181-365,5,0-30,3500+,25000+,low,page_3_5,down,1,0,1,0,4.394449154672439,0.0,1.0986122886681098,0.0,2.0,0.7872,53.4,MEDIUM,MONITOR,Routine Operational Monitoring,0.7,16405
content_211a1a043c67,client_a88a7902cb,20.0,0.0,LOW,0.0,keyword article,informational,2703.0,18400.0,google,gemini-3-flash-preview,126,28,201,0,1,1,1,0,0,1,48,1,6,0,0,40,0,1,0.0,41.0,0.0,100.0,0.0,-85.0,91-180,4,0-30,2000-3500,15000-25000,low,page_3_5,down,1,0,0,0,5.308267697401205,0.0,0.6931471805599453,0.0,1.0,0.7326,53.4,MEDIUM,REFRESH,Observed Traffic Decline Risk,0.74,16406
content_572337fe7f26,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,2205.0,14975.0,google,gemini-3-flash-preview,130,20,40,0,3,3,3,0,0,1,28,3,13,0,0,12,0,0,0.0,4.8,0.0,33.33,0.0,8.3,91-180,4,0-30,2000-3500,8000-15000,low,page_1,stable,0,0,1,0,3.713572066704308,0.0,1.3862943611198906,0.0,3.0,0.6433,53.4,MEDIUM,MONITOR,Low Search Volume / Thin Data,0.4,16407
content_51b80465ac6e,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,transactional,0.0,0.0,,,313,104,2077,12,13,13,13,0,0,0,88,11,1081,8,6,446,1,3,0.58,5.2,0.0,0.0,0.0,142.4,181-365,5,91-180,unknown,unknown,moderate,page_1,up,0,0,0,1,7.639161171659173,2.5649493574615367,2.6390573296152584,0.0,1.0833333333333333,0.451,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16408
content_9aacc124fd36,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,transactional,6116.0,40904.0,,gemini-3-flash-preview,300,104,11391,89,395,236,228,11,7,21,88,78,2770,24,70,3584,43,64,0.78,21.6,4.66,5.32,2.97,-22.7,181-365,5,91-180,3500+,25000+,good,page_3_5,down,1,0,0,0,9.340666633651756,4.499809670330265,5.468060141135132,0.0466101694915254,2.651685393258427,0.4664,53.4,MEDIUM,INVESTIGATE,Sub-optimal On-Page Engagement,0.8,16409
content_fa37cba3a692,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,3233.0,19909.0,,gemini-3-flash-preview,420,13,2343,6,13,13,13,0,0,0,88,13,575,2,6,845,0,3,0.26,14.5,0.0,0.0,0.0,-32.0,365+,6,0-30,2000-3500,15000-25000,moderate,striking,down,1,0,0,0,7.759614150696903,1.9459101490553128,2.6390573296152584,0.0,2.1666666666666665,0.4818,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16410
content_7943b231289a,client_8722616204,10.0,0.0,LOW,0.0,keyword article,transactional,3101.0,19687.0,,gemini-3-flash-preview,228,104,107,0,6,6,6,0,0,0,20,6,0,0,2,104,0,3,0.0,8.1,0.0,0.0,0.0,-100.0,181-365,5,91-180,2000-3500,15000-25000,low,page_1,down,1,0,0,0,4.68213122712422,0.0,1.9459101490553128,0.0,6.0,0.5181,53.4,MEDIUM,REFRESH,Routine Operational Monitoring,0.7,16411
content_5ec6f4640152,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3478.0,21635.0,google,gemini-3-flash-preview,111,20,718,3,16,9,9,0,0,0,86,7,195,1,5,229,0,2,0.42,10.9,0.0,0.0,0.0,-14.8,91-180,4,0-30,2000-3500,15000-25000,moderate,striking,stable,0,0,1,0,6.577861357721047,1.3862943611198906,2.302585092994046,0.0,3.0,0.5585,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16412
content_9fc161c58071,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,3048.0,18606.0,,gemini-3-flash-preview,174,20,6256,33,210,143,132,5,2,15,88,58,1431,9,32,1802,8,39,0.53,8.3,3.5,7.14,1.4,-20.6,91-180,4,0-30,2000-3500,15000-25000,good,page_1,down,1,0,1,0,8.741456115998364,3.5263605246161616,4.969813299576001,0.0349650349650349,4.333333333333333,0.4718,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16413
content_4f4016474dbc,client_bbb965ab0c,10.0,0.77,HIGH,2.31,keyword article,commercial,2767.0,19330.0,google,gemini-3-flash-preview,131,20,248,1,1,1,1,0,0,0,70,1,19,1,1,74,0,0,0.4,18.1,0.0,0.0,0.0,-74.3,91-180,4,0-30,2000-3500,15000-25000,low,striking,down,1,0,0,0,5.517452896464707,0.6931471805599453,0.6931471805599453,0.0,1.0,0.611,53.4,MEDIUM,REFRESH,Observed Traffic Decline Risk,0.69,16414
content_7ea36c800544,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,2649.0,16652.0,,gemini-3-flash-preview,421,25,13630,22,32,28,26,1,0,2,88,23,1377,3,6,8297,9,14,0.16,9.0,3.57,6.25,0.0,-83.4,365+,6,0-30,2000-3500,15000-25000,good,page_1,down,1,0,0,0,9.520101889570842,3.1354942159291497,3.367295829986474,0.0357142857142857,1.2727272727272727,0.3727,53.4,MEDIUM,OPTIMIZE,High Visibility with Weak Click-Through,0.88,16415
content_7ad9c69d6c12,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,4438.0,29259.0,,gemini-2.5-flash,180,28,173,0,5,3,3,0,0,1,40,3,0,0,1,44,0,2,0.0,47.3,0.0,20.0,0.0,-100.0,91-180,4,0-30,3500+,25000+,low,page_3_5,down,1,0,1,0,5.159055299214529,0.0,1.3862943611198906,0.0,3.0,0.7413,53.4,MEDIUM,REFRESH,Routine Operational Monitoring,0.7,16416
